Number,Name,IPA,Evolves from,Evolves into,Total evolutionary stages,Evolutionary stage code,Baby,Legendary,Types,Weight lb,Height in,Percentage male,Percentage female,HP,Attack,Defense,Special Attack,Special Defense,Speed,Total Power
555,Darmanitan,dɑːɹˈmænɪtæn,Darumaka,,2,2b,FALSE,FALSE,"Fire, Psychic, Ice, Fire, Fire,, Ice",204.8,51,50,50,105,140,55,30,55,95,480
556,Maractus,məˈɹæktəs,,,1,1a,FALSE,FALSE,Grass,61.7,39,50,50,75,86,67,106,67,60,461
557,Dwebble,ˈdwɛbəl,,Crustle,2,2a,FALSE,FALSE,"Bug, Rock",32,12,50,50,50,65,85,35,35,55,325
558,Crustle,ˈkɹʌstəl,Dwebble,,2,2b,FALSE,FALSE,"Bug, Rock",440.9,55,50,50,70,95,125,65,75,45,475
559,Scraggy,ˈskɹæɡiː,,Scrafty,2,2a,FALSE,FALSE,"Dark, Fighting",26,24,50,50,50,75,70,35,70,48,348
560,Scrafty,ˈskɹæftiː,Scraggy,,2,2b,FALSE,FALSE,"Dark, Fighting",66.1,43,50,50,65,90,115,45,115,58,488
561,Sigilyph,ˈsɪdʒəlɪf,,,1,1a,FALSE,FALSE,"Psychic, Flying",30.9,55,50,50,72,58,80,103,80,97,490
562,Yamask,ˈjɑːmæsk,,"Cofagrigus, Runerigus",2,2a,FALSE,FALSE,"Ground, Ghost, Ghost",3.3,20,50,50,38,30,85,55,65,30,303
563,Cofagrigus,ˌkɑːfəˈɡɹiːɡəs,Yamask,,2,2b,FALSE,FALSE,Ghost,168.7,67,50,50,58,50,145,95,105,30,483
564,Tirtouga,tɪɹˈtuːɡə,,Carracosta,2,2a,FALSE,FALSE,"Water, Rock",36.4,28,87.5,12.5,54,78,103,53,45,22,355
565,Carracosta,ˌkɑːɹəˈkɑːstə,Tirtouga,,2,2b,FALSE,FALSE,"Water, Rock",178.6,47,87.5,12.5,74,108,133,83,65,32,495
566,Archen,ˈɑːɹkən,,Archeops,2,2a,FALSE,FALSE,"Rock, Flying",20.9,20,87.5,12.5,55,112,45,74,45,70,401
567,Archeops,ˈɑːɹkiːɑːps,Archen,,2,2b,FALSE,FALSE,"Rock, Flying",70.5,55,87.5,12.5,75,140,65,112,65,110,567
568,Trubbish,ˈtɹʌbɪʃ,,Garbodor,2,2a,FALSE,FALSE,Poison,68.3,24,50,50,50,50,62,40,62,65,329
569,Garbodor,ɡɑːɹˈboʊdɚ,Trubbish,,2,2b,FALSE,FALSE,Poison,236.6,75,50,50,80,95,82,60,82,75,474
570,Zorua,ˈzɔːɹuːə,,Zoroark,2,2a,FALSE,FALSE,"Normal, Ghost, Dark",27.6,28,87.5,12.5,40,65,40,80,40,65,330
571,Zoroark,ˈzɔːɹoʊɑːɹk,Zorua,,2,2b,FALSE,FALSE,"Normal, Ghost, Dark",178.8,63,87.5,12.5,60,105,60,120,60,105,510
572,Minccino,mɪnˈtʃiːnoʊ,,Cinccino,2,2a,FALSE,FALSE,Normal,12.8,16,25,75,55,50,40,40,40,75,300
573,Cinccino,tʃɪnˈtʃiːnoʊ,Minccino,,2,2b,FALSE,FALSE,Normal,16.5,20,25,75,75,95,60,65,60,115,470
574,Gothita,ɡɑːθˈiːɾə,,Gothorita,3,3a,FALSE,FALSE,Psychic,12.8,16,25,75,45,30,50,55,65,45,290
575,Gothorita,ˌɡɑːθɔːɹˈiːɾə,Gothita,Gothitelle,3,3b,FALSE,FALSE,Psychic,39.7,28,25,75,60,45,70,75,85,55,390
576,Gothitelle,ˈɡɑːθɪtɛl,Gothorita,,3,3c,FALSE,FALSE,Psychic,97,59,25,75,70,55,95,95,110,65,490
577,Solosis,soʊˈloʊsɪs,,Duosion,3,3a,FALSE,FALSE,Psychic,2.2,12,50,50,45,30,40,105,50,20,290
578,Duosion,duːˈoʊʒən,Solosis,Reuniclus,3,3b,FALSE,FALSE,Psychic,17.6,24,50,50,65,40,50,125,60,30,370
579,Reuniclus,ˌɹiːjuːˈniːkləs,Duosion,,3,3c,FALSE,FALSE,Psychic,44.3,39,50,50,110,65,75,125,85,30,490
580,Ducklett,ˈdʌklət,,Swanna,2,2a,FALSE,FALSE,"Water, Flying",12.1,20,50,50,62,44,50,44,50,55,305
581,Swanna,ˈswɑːnə,Ducklett,,2,2b,FALSE,FALSE,"Water, Flying",53.4,51,50,50,75,87,63,87,63,98,473
582,Vanillite,vəˈnɪlaɪt,,Vanillish,3,3a,FALSE,FALSE,Ice,12.6,16,50,50,36,50,50,65,60,44,305
583,Vanillish,vəˈnɪlɪʃ,Vanillite,Vanilluxe,3,3b,FALSE,FALSE,Ice,90.4,43,50,50,51,65,65,80,75,59,395
584,Vanilluxe,vəˈnɪlʌks,Vanillish,,3,3c,FALSE,FALSE,Ice,126.8,51,50,50,71,95,85,110,95,79,535
585,Deerling,ˈdɪɹlɪŋ,,Sawsbuck,2,2a,FALSE,FALSE,"Normal, Grass",43,24,50,50,60,60,50,40,50,75,335
586,Sawsbuck,ˈsɑːzbʌk,Deerling,,2,2b,FALSE,FALSE,"Normal, Grass",203.9,75,50,50,80,100,70,60,70,95,475
587,Emolga,əˈmɔːlɡə,,,1,1a,FALSE,FALSE,"Electric, Flying",11,16,50,50,55,75,60,75,60,103,428
588,Karrablast,ˈkɑːɹəblæst,,Escavalier,2,2a,FALSE,FALSE,Bug,13,20,50,50,50,75,45,40,45,60,315
589,Escavalier,ˌɛskævəˈlɪɹ,Karrablast,,2,2b,FALSE,FALSE,"Bug, Steel",72.8,39,50,50,70,135,105,60,105,20,495
590,Foongus,ˈfuːŋɡəs,,Amoonguss,2,2a,FALSE,FALSE,"Grass, Poison",2.2,8,50,50,69,55,45,55,55,15,294
591,Amoonguss,əˈmuːŋɡəs,Foongus,,2,2b,FALSE,FALSE,"Grass, Poison",23.1,24,50,50,114,85,70,85,80,30,464
592,Frillish,ˈfɹɪlɪʃ,,Jellicent,2,2a,FALSE,FALSE,"Water, Ghost",72.8,47,50,50,55,40,50,65,85,40,335
593,Jellicent,ˈdʒɛlɪsənt,Frillish,,2,2b,FALSE,FALSE,"Water, Ghost",297.6,87,50,50,100,60,70,85,105,60,480
594,Alomomola,əˌloʊməˈmoʊlə,,,1,1a,FALSE,FALSE,Water,69.7,47,50,50,165,75,80,40,45,65,470
595,Joltik,ˈdʒɔːltɪk,,Galvantula,2,2a,FALSE,FALSE,"Bug, Electric",1.3,4,50,50,50,47,50,57,50,65,319
596,Galvantula,ɡælˈvæntʃuːlə,Joltik,,2,2b,FALSE,FALSE,"Bug, Electric",31.5,31,50,50,70,77,60,97,60,108,472
597,Ferroseed,fɚˈɑːsiːd,,Ferrothorn,2,2a,FALSE,FALSE,"Grass, Steel",41.4,24,50,50,44,50,91,24,86,10,305
598,Ferrothorn,fɚˈɑːθɔːɹn,Ferroseed,,2,2b,FALSE,FALSE,"Grass, Steel",242.5,39,50,50,74,94,131,54,116,20,489
599,Klink,ˈklɪŋk,,Klang,3,3a,FALSE,FALSE,Steel,46.3,12,,,40,55,70,45,60,30,300
600,Klang,ˈklæŋ,Klink,Klinklang,3,3b,FALSE,FALSE,Steel,112.4,24,,,60,80,95,70,85,50,440
601,Klinklang,ˈklɪŋklæŋ,Klang,,3,3c,FALSE,FALSE,Steel,178.6,24,,,60,100,115,70,85,90,520
602,Tynamo,ˈtaɪnəmoʊ,,Eelektrik,3,3a,FALSE,FALSE,Electric,0.7,8,50,50,35,55,40,45,40,60,275
603,Eelektrik,ˈiːlɛktɹɪk,Tynamo,Eelektross,3,3b,FALSE,FALSE,Electric,48.5,47,50,50,65,85,70,75,70,40,405
604,Eelektross,ˈiːlɛktɹaːs,Eelektrik,,3,3c,FALSE,FALSE,Electric,177.5,83,50,50,85,115,80,105,80,50,515
605,Elgyem,ˈɛldʒiːjɛm,,Beheeyem,2,2a,FALSE,FALSE,Psychic,19.8,20,50,50,55,55,55,85,55,30,335
606,Beheeyem,ˈbiːhiːjɛm,Elgyem,,2,2b,FALSE,FALSE,Psychic,76.1,39,50,50,75,75,75,125,95,40,485
607,Litwick,ˈlɪtwɪk,,Lampent,3,3a,FALSE,FALSE,"Ghost, Fire",6.8,12,50,50,50,30,55,65,55,20,275
608,Lampent,ˈlæmpɛnt,Litwick,Chandelure,3,3b,FALSE,FALSE,"Ghost, Fire",28.7,24,50,50,60,40,60,95,60,55,370
609,Chandelure,ʃændəˈlʊəɹ,Lampent,,3,3c,FALSE,FALSE,"Ghost, Fire",75.6,39,50,50,60,55,90,145,90,80,520
610,Axew,ˈæksjuː,,Fraxure,3,3a,FALSE,FALSE,Dragon,39.7,24,50,50,46,87,60,30,40,57,320
611,Fraxure,ˈfɹækʃɚ,Axew,Haxorus,3,3b,FALSE,FALSE,Dragon,79.4,39,50,50,66,117,70,40,50,67,410
612,Haxorus,ˈhæksɔːɹəs,Fraxure,,3,3c,FALSE,FALSE,Dragon,232.6,71,50,50,76,147,90,60,70,97,540
613,Cubchoo,ˈkʌbtʃuː,,Beartic,2,2a,FALSE,FALSE,Ice,18.7,20,50,50,55,70,40,60,40,40,305
614,Beartic,ˈbɛɹtɪk,Cubchoo,,2,2b,FALSE,FALSE,Ice,573.2,102,50,50,95,110,80,70,80,50,485
615,Cryogonal,kɹaɪˈɑːɡənəl,,,1,1a,FALSE,FALSE,Ice,326.3,43,,,70,50,30,95,135,105,485
616,Shelmet,ˈʃɛlmət,,Accelgor,2,2a,FALSE,FALSE,Bug,17,16,50,50,50,40,85,40,65,25,305
617,Accelgor,ækˈsɛlɡɔːɹ,Shelmet,,2,2b,FALSE,FALSE,Bug,55.8,31,50,50,80,70,40,100,60,145,495
618,Stunfisk,ˈstʌnfɪsk,,,1,1a,FALSE,FALSE,"Ground, Electric, Ground, Steel",24.3,28,50,50,109,66,84,81,99,32,471
619,Mienfoo,ˈmiːnfuː,,Mienshao,2,2a,FALSE,FALSE,Fighting,44.1,35,50,50,45,85,50,55,50,65,350
620,Mienshao,ˈmiːnʃaʊ,Mienfoo,,2,2b,FALSE,FALSE,Fighting,78.3,55,50,50,65,125,60,95,60,105,510
621,Druddigon,ˈdɹʌdɪɡən,,,1,1a,FALSE,FALSE,Dragon,306.4,63,50,50,77,120,90,60,90,48,485
622,Golett,ˈɡɔːlɛt,,Golurk,2,2a,FALSE,FALSE,"Ground, Ghost",202.8,39,,,59,74,50,35,50,35,303
623,Golurk,ˈɡɔːlɚk,Golett,,2,2b,FALSE,FALSE,"Ground, Ghost",727.5,110,,,89,124,80,55,80,55,483
624,Pawniard,ˈpɑːnjɑːɹd,,Bisharp,3,3a,FALSE,FALSE,"Dark, Steel",22.5,20,50,50,45,85,70,40,40,60,340
625,Bisharp,ˈbɪʃɑːɹp,Pawniard,Kingambit,3,3b,FALSE,FALSE,"Dark, Steel",154.3,63,50,50,65,125,100,60,70,70,490
626,Bouffalant,ˈbuːfəlɑːnt,,,1,1a,FALSE,FALSE,Normal,208.6,63,50,50,95,110,95,40,95,55,490
627,Rufflet,ˈɹʌflət,,Braviary,2,2a,FALSE,FALSE,"Normal, Flying",23.1,20,,0,70,83,50,37,50,60,350
628,Braviary,ˈbɹeɪviːɛɹiː,Rufflet,,2,2b,FALSE,FALSE,"Normal, Flying, Psychic, Flying",90.4,59,,0,100,123,75,57,75,80,510
629,Vullaby,ˈvʌləbaɪ,,Mandibuzz,2,2a,FALSE,FALSE,"Dark, Flying",19.8,20,0,,70,55,75,45,65,60,370
630,Mandibuzz,ˈmændɪbʌz,Vullaby,,2,2b,FALSE,FALSE,"Dark, Flying",87.1,47,0,,110,65,105,55,95,80,510
631,Heatmor,ˈhiːʔmɔːɹ,,,1,1a,FALSE,FALSE,Fire,127.9,55,50,50,85,97,66,105,66,65,484
632,Durant,dɚˈænt,,,1,1a,FALSE,FALSE,"Bug, Steel",72.8,12,50,50,58,109,112,48,48,109,484
633,Deino,ˈdaɪnoʊ,,Zweilous,3,3a,FALSE,FALSE,"Dark, Dragon",38.1,31,50,50,52,65,50,45,50,38,300
634,Zweilous,ˈzvaɪləs,Deino,Hydreigon,3,3b,FALSE,FALSE,"Dark, Dragon",110.2,55,50,50,72,85,70,65,70,58,420
635,Hydreigon,̩haɪˈdraɪɡən,Zweilous,,3,3c,FALSE,FALSE,"Dark, Dragon",352.7,71,50,50,92,105,90,125,90,98,600
636,Larvesta,lɑːɹˈvɛstə,,Volcarona,2,2a,FALSE,FALSE,"Bug, Fire",63.5,43,50,50,55,85,55,50,55,60,360
637,Volcarona,ˌvɑːlkəˈɹoʊnə,Larvesta,,2,2b,FALSE,FALSE,"Bug, Fire",101.4,63,50,50,85,60,65,135,105,100,550
638,Cobalion,koʊˈbeɪliːən,,,1,1a,FALSE,TRUE,"Steel, Fighting",551.2,83,,,91,90,129,90,72,108,580
639,Terrakion,tɚˈækiːən,,,1,1a,FALSE,TRUE,"Rock, Fighting",573.2,75,,,91,129,90,72,90,108,580
640,Virizion,vɚˈaɪziːən,,,1,1a,FALSE,TRUE,"Grass, Fighting",440.9,79,,,91,90,72,90,129,108,580
641,Tornadus,tɔːɹˈneɪdəs,,,1,1a,FALSE,TRUE,Flying,138.9,59,,0,79,115,70,125,80,111,580
642,Thundurus,ˈθʌndɚəs,,,1,1a,FALSE,TRUE,"Electric, Flying",134.5,59,,0,79,115,70,125,80,111,580
643,Reshiram,ˈɹɛʃəɹæm,,,1,1a,FALSE,TRUE,"Dragon, Fire",727.5,126,,,100,120,100,150,120,90,680
644,Zekrom,ˈzɛkɹɑːm,,,1,1a,FALSE,TRUE,"Dragon, Electric",760.6,114,,,100,150,120,120,100,90,680
645,Landorus,ˈlændɚəs,,,1,1a,FALSE,TRUE,"Ground, Flying",149.9,59,,0,89,125,90,115,80,101,600
646,Kyurem,ˈkjuːɹɛm,,,1,1a,FALSE,TRUE,"Dragon, Ice",716.5,118,,,125,130,90,130,90,95,660
647,Keldeo,ˈkɛldiːoʊ,,,1,1a,FALSE,FALSE,"Water, Fighting",106.9,55,,,91,72,90,129,90,108,580
648,Meloetta,ˌmɛloʊˈɛɾə,,,1,1a,FALSE,FALSE,"Normal, Psychic, Normal, Fighting",14.3,24,,,100,77,77,128,128,90,600
649,Genesect,ˈdʒɛnəsɛkt,,,1,1a,FALSE,FALSE,"Bug, Steel",181.9,59,,,71,120,95,120,95,99,600
650,Chespin,ˈtʃɛspɪn,,Quilladin,3,3a,FALSE,FALSE,Grass,19.8,16,87.5,12.5,56,61,65,48,45,38,313
651,Quilladin,ˈkwɪlədɪn,Chespin,Chesnaught,3,3b,FALSE,FALSE,Grass,63.9,28,87.5,12.5,61,78,95,56,58,57,405
652,Chesnaught,ˈtʃɛsnɑːt,Quilladin,,3,3c,FALSE,FALSE,"Grass, Fighting",198.4,63,87.5,12.5,88,107,122,74,75,64,530
653,Fennekin,ˈfɛnəkɪn,,Braixen,3,3a,FALSE,FALSE,Fire,20.7,16,87.5,12.5,40,45,40,62,60,60,307
654,Braixen,ˈbɹeɪksɪn,Fennekin,Delphox,3,3b,FALSE,FALSE,Fire,32,39,87.5,12.5,59,59,58,90,70,73,409
655,Delphox,ˈdɛlfɑːks,Braixen,,3,3c,FALSE,FALSE,"Fire, Psychic",86,59,87.5,12.5,75,69,72,114,100,104,534
656,Froakie,ˈfɹoʊkiː,,Frogadier,3,3a,FALSE,FALSE,Water,15.4,12,87.5,12.5,41,56,40,62,44,71,314
657,Frogadier,fɹɑːɡəˈdɪɹ,Froakie,Greninja,3,3b,FALSE,FALSE,Water,24,24,87.5,12.5,54,63,52,83,56,97,405
658,Greninja,ɡɹəˈnɪndʒə,Frogadier,,3,3c,FALSE,FALSE,"Water, Dark",88.2,59,87.5,12.5,72,95,67,103,71,122,530
659,Bunnelby,ˈbʌnəlbiː,,Diggersby,2,2a,FALSE,FALSE,Normal,11,16,50,50,38,36,38,32,36,57,237
660,Diggersby,ˈdɪɡɚzbiː,Bunnelby,,2,2b,FALSE,FALSE,"Normal, Ground",93.5,39,50,50,85,56,77,50,77,78,423
661,Fletchling,ˈflɛtʃlɪŋ,,Fletchinder,3,3a,FALSE,FALSE,"Normal, Flying",3.7,12,50,50,45,50,43,40,38,62,278
662,Fletchinder,ˈflɛtʃɪndɚ,Fletchling,Talonflame,3,3b,FALSE,FALSE,"Fire, Flying",35.3,28,50,50,62,73,55,56,52,84,382
663,Talonflame,ˈtælənfleɪm,Fletchinder,,3,3c,FALSE,FALSE,"Fire, Flying",54,47,50,50,78,81,71,74,69,126,499
664,Scatterbug,ˈskætɚbʌɡ,,Spewpa,3,3a,FALSE,FALSE,Bug,5.5,12,50,50,38,35,40,27,25,35,200
665,Spewpa,ˈspjuːpə,Scatterbug,Vivillon,3,3b,FALSE,FALSE,Bug,18.5,12,50,50,45,22,60,27,30,29,213
666,Vivillon,ˈvɪviːjɑːn,Spewpa,,3,3c,FALSE,FALSE,"Bug, Flying",37.5,47,50,50,80,52,50,90,50,89,411
667,Litleo,ˈlɪtliːoʊ,,Pyroar,2,2a,FALSE,FALSE,"Fire, Normal",29.8,24,12.5,87.5,62,50,58,73,54,72,369
668,Pyroar,ˈpaɪɹɔːɹ,Litleo,,2,2b,FALSE,FALSE,"Fire, Normal",179.7,59,12.5,87.5,86,68,72,109,66,106,507
669,Flabébé,fləˈbeɪbeɪ,,Floette,3,3a,FALSE,FALSE,Fairy,0.2,4,0,,44,38,39,61,79,42,303
670,Floette,floʊˈɛt,Flabébé,Florges,3,3b,FALSE,FALSE,Fairy,2,8,0,,54,45,47,75,98,52,371
671,Florges,ˈflɔːɹdʒɪs,Floette,,3,3c,FALSE,FALSE,Fairy,22,43,0,,78,65,68,112,154,75,552
672,Skiddo,skɪˈduː,,Gogoat,2,2a,FALSE,FALSE,Grass,68.3,35,50,50,66,65,48,62,57,52,350
673,Gogoat,ˈɡoʊɡoʊt,Skiddo,,2,2b,FALSE,FALSE,Grass,200.6,67,50,50,123,100,62,97,81,68,531
674,Pancham,ˈpæntʃəm,,Pangoro,2,2a,FALSE,FALSE,Fighting,17.6,24,50,50,67,82,62,46,48,43,348
675,Pangoro,ˈpæŋɡɚoʊ,Pancham,,2,2b,FALSE,FALSE,"Fighting, Dark",299.8,83,50,50,95,124,78,69,71,58,495
676,Furfrou,ˈfɝːfɹuː,,,1,1a,FALSE,FALSE,Normal,61.7,47,50,50,75,80,60,65,90,102,472
677,Espurr,ˈɛspɚ,,Meowstic,2,2a,FALSE,FALSE,Psychic,7.7,12,50,50,62,48,54,63,60,68,355
678,Meowstic,miˈaʊstɪk,Espurr,,2,2b,FALSE,FALSE,Psychic,18.7,24,50,50,74,48,76,83,81,104,466
679,Honedge,ˈhoʊnɛdʒ,,Doublade,3,3a,FALSE,FALSE,"Steel, Ghost",4.4,31,50,50,45,80,100,35,37,28,325
680,Doublade,ˈdʌbleɪd,Honedge,Aegislash,3,3b,FALSE,FALSE,"Steel, Ghost",9.9,31,50,50,59,110,150,45,49,35,448
681,Aegislash,ˈiːdʒɪslæʃ,Doublade,,3,3c,FALSE,FALSE,"Steel, Ghost",116.8,67,50,50,60,50,150,50,150,60,520
682,Spritzee,ˈspɹɪtsiː,,Aromatisse,2,2a,FALSE,FALSE,Fairy,1.1,8,50,50,78,52,60,63,65,23,341
683,Aromatisse,əɹoʊməˈtiːs,Spritzee,,2,2b,FALSE,FALSE,Fairy,34.2,31,50,50,101,72,72,99,89,29,462
684,Swirlix,ˈswɝːlɪks,,Slurpuff,2,2a,FALSE,FALSE,Fairy,7.7,16,50,50,62,48,66,59,57,49,341
685,Slurpuff,ˈslɝːpʌf,Swirlix,,2,2b,FALSE,FALSE,Fairy,11,31,50,50,82,80,86,85,75,72,480
686,Inkay,ˈɪŋkeɪ,,Malamar,2,2a,FALSE,FALSE,"Dark, Psychic",7.7,16,50,50,53,54,53,37,46,45,288
687,Malamar,ˈmæləmɑːɹ,Inkay,,2,2b,FALSE,FALSE,"Dark, Psychic",103.6,59,50,50,86,92,88,68,75,73,482
688,Binacle,ˈbaɪnəkəl,,Barbaracle,2,2a,FALSE,FALSE,"Rock, Water",68.3,20,50,50,42,52,67,39,56,50,306
689,Barbaracle,bɑːɹˈbɛɹəkəl,Binacle,,2,2b,FALSE,FALSE,"Rock, Water",211.6,51,50,50,72,105,115,54,86,68,500
690,Skrelp,ˈskɹɛlp,,Dragalge,2,2a,FALSE,FALSE,"Poison, Water",16.1,20,50,50,50,60,60,60,60,30,320
691,Dragalge,dɹəˈɡældʒiː,Skrelp,,2,2b,FALSE,FALSE,"Poison, Dragon",179.7,71,50,50,65,75,90,97,123,44,494
692,Clauncher,ˈklɑːntʃɚ,,Clawitzer,2,2a,FALSE,FALSE,Water,18.3,20,50,50,50,53,62,58,63,44,330
693,Clawitzer,ˈklɑːwɪtsɚ,Clauncher,,2,2b,FALSE,FALSE,Water,77.8,51,50,50,71,73,88,120,89,59,500
694,Helioptile,hiːliːˈɑːptaɪl,,Heliolisk,2,2a,FALSE,FALSE,"Electric, Normal",13.2,20,50,50,44,38,33,61,43,70,289
695,Heliolisk,ˈhiːliːoʊlɪsk,Helioptile,,2,2b,FALSE,FALSE,"Electric, Normal",46.3,39,50,50,62,55,52,109,94,109,481
696,Tyrunt,ˈtaɪɹʌnt,,Tyrantrum,2,2a,FALSE,FALSE,"Rock, Dragon",57.3,31,87.5,12.5,58,89,77,45,45,48,362
697,Tyrantrum,taɪˈɹæntɹʌm,Tyrunt,,2,2b,FALSE,FALSE,"Rock, Dragon",595.2,98,87.5,12.5,82,121,119,69,59,71,521
698,Amaura,əˈmɔːɹə,,Aurorus,2,2a,FALSE,FALSE,"Rock, Ice",55.6,51,87.5,12.5,77,59,50,67,63,46,362
699,Aurorus,əˈɹɔːɹəs,Amaura,,2,2b,FALSE,FALSE,"Rock, Ice",496,106,87.5,12.5,123,77,72,99,92,58,521
700,Sylveon,ˈsɪlviːɑːn,Eevee,,2,2b,FALSE,FALSE,Fairy,51.8,39,87.5,12.5,95,65,65,110,130,60,525
701,Hawlucha,hɑːˈluːtʃə,,,1,1a,FALSE,FALSE,"Fighting, Flying",47.4,31,50,50,78,92,75,74,63,118,500
702,Dedenne,dəˈdɛneɪ,,,1,1a,FALSE,FALSE,"Electric, Fairy",4.9,8,50,50,67,58,57,81,67,101,431
703,Carbink,ˈkɑːɹbɪŋk,,,1,1a,FALSE,FALSE,"Rock, Fairy",12.6,12,,,50,50,150,50,150,50,500
704,Goomy,ˈɡuːmiː,,Sliggoo,3,3a,FALSE,FALSE,Dragon,6.2,12,50,50,45,50,35,55,75,40,300
705,Sliggoo,ˈslɪɡuː,Goomy,Goodra,3,3b,FALSE,FALSE,"Steel, Dragon, Dragon",38.6,31,50,50,68,75,53,83,113,60,452
706,Goodra,ˈɡuːdɹə,Sliggoo,,3,3c,FALSE,FALSE,"Steel, Dragon, Dragon",331.8,79,50,50,90,100,70,110,150,80,600
707,Klefki,ˈklɛfkiː,,,1,1a,FALSE,FALSE,"Steel, Fairy",6.6,8,50,50,57,80,91,80,87,75,470
708,Phantump,ˈfæntʌmp,,Trevenant,2,2a,FALSE,FALSE,"Ghost, Grass",15.4,16,50,50,43,70,48,50,60,38,309
709,Trevenant,ˈtɹɛvənɪnt,Phantump,,2,2b,FALSE,FALSE,"Ghost, Grass",156.5,59,50,50,85,110,76,65,82,56,474
710,Pumpkaboo,ˈpʌmpkəbuː,,Gourgeist,2,2a,FALSE,FALSE,"Ghost, Grass",7.7,12,50,50,44,66,70,44,55,56,335
711,Gourgeist,ˈɡɔːɹɡaɪst,Pumpkaboo,,2,2b,FALSE,FALSE,"Ghost, Grass",20.9,28,50,50,55,85,122,58,75,99,494
712,Bergmite,ˈbɝːɡmaɪt,,Avalugg,2,2a,FALSE,FALSE,Ice,219.4,39,50,50,55,69,85,32,35,28,304
713,Avalugg,ˈævəlʌɡ,Bergmite,,2,2b,FALSE,FALSE,"Ice, Rock, Ice",1113.3,79,50,50,95,117,184,44,46,28,514
714,Noibat,ˈnɔɪbæt,,Noivern,2,2a,FALSE,FALSE,"Flying, Dragon",17.6,20,50,50,40,30,35,45,40,55,245
715,Noivern,ˈnɔɪvɚn,Noibat,,2,2b,FALSE,FALSE,"Flying, Dragon",187.4,59,50,50,85,70,80,97,80,123,535
716,Xerneas,ˈzɝːniːəs,,,1,1a,FALSE,TRUE,Fairy,474,118,,,126,131,95,131,98,99,680
717,Yveltal,iːˈvɛltɑːl,,,1,1a,FALSE,TRUE,"Dark, Flying",447.5,228,,,126,131,95,131,98,99,680
718,Zygarde,ˈzaɪɡɑːɹd,,,1,1a,FALSE,TRUE,"Dragon, Ground",672.4,197,,,108,100,121,81,95,95,600
719,Diancie,daɪˈɑːnsiː,,,1,1a,FALSE,FALSE,"Rock, Fairy",19.4,28,,,50,100,150,100,150,50,600
720,Hoopa,ˈhuːpə,,,1,1a,FALSE,FALSE,"Psychic, Ghost, Psychic, Dark",19.8,20,,,80,110,60,150,130,70,600
721,Volcanion,vɑːlˈkaɪniːən,,,1,1a,FALSE,FALSE,"Fire, Water",429.9,67,,,80,110,120,130,90,70,600
722,Rowlet,ˈɹaʊlət,,Dartrix,3,3a,FALSE,FALSE,"Grass, Flying",3.3,12,87.5,12.5,68,55,55,50,50,42,320
723,Dartrix,ˈdɑːɹtrɪks,Rowlet,Decidueye,3,3b,FALSE,FALSE,"Grass, Flying",35.3,28,87.5,12.5,78,75,75,70,70,52,420
724,Decidueye,dɪˈsɪdʒjuːaɪ,Dartrix,,3,3c,FALSE,FALSE,"Grass, Ghost, Grass, Fighting",80.7,63,87.5,12.5,78,107,75,100,100,70,530
725,Litten,ˈlɪɾən,,Torracat,3,3a,FALSE,FALSE,Fire,9.5,16,87.5,12.5,45,65,40,60,40,70,320
726,Torracat,ˈtɔːɹəkæt,Litten,Incineroar,3,3b,FALSE,FALSE,Fire,55.1,28,87.5,12.5,65,85,50,80,50,90,420
727,Incineroar,ɪnˈsɪnəɹɔːɹ,Torracat,,3,3c,FALSE,FALSE,"Fire, Dark",183,71,87.5,12.5,95,115,90,80,90,60,530
728,Popplio,ˈpɑːpliːoʊ,,Brionne,3,3a,FALSE,FALSE,Water,16.5,16,87.5,12.5,50,54,54,66,56,40,320
729,Brionne,bɹiːˈɑːn,Popplio,Primarina,3,3b,FALSE,FALSE,Water,38.6,24,87.5,12.5,60,69,69,91,81,50,420
730,Primarina,ˌpɹiːməˈɹinə,Brionne,,3,3c,FALSE,FALSE,"Water, Fairy",97,71,87.5,12.5,80,74,74,126,116,60,530
731,Pikipek,ˈpɪkiːpɛk,,Trumbeak,3,3a,FALSE,FALSE,"Normal, Flying",2.6,12,50,50,35,75,30,30,30,65,265
732,Trumbeak,ˈtɹʌmːbiːk,Pikipek,Toucannon,3,3b,FALSE,FALSE,"Normal, Flying",32.6,24,50,50,55,85,50,40,50,75,355
733,Toucannon,tuːˈkænən,Trumbeak,,3,3c,FALSE,FALSE,"Normal, Flying",57.3,43,50,50,80,120,75,75,75,60,485
734,Yungoos,ˈjʌŋɡuːs,,Gumshoos,2,2a,FALSE,FALSE,Normal,13.2,16,50,50,48,70,30,30,30,45,253
735,Gumshoos,ˈɡʌmʃuːz,Yungoos,,2,2b,FALSE,FALSE,Normal,31.3,28,50,50,88,110,60,55,60,45,418
736,Grubbin,ˈɡɹʌbɪn,,Charjabug,3,3a,FALSE,FALSE,Bug,9.7,16,50,50,47,62,45,55,45,46,300
737,Charjabug,ˈtʃɑːɹdʒəbʌɡ,Grubbin,Vikavolt,3,3b,FALSE,FALSE,"Bug, Electric",23.1,20,50,50,57,82,95,55,75,36,400
738,Vikavolt,ˈvaɪːkəvɔːlt,Charjabug,,3,3c,FALSE,FALSE,"Bug, Electric",99.2,59,50,50,77,70,90,145,75,43,500
